Wall time,Step,Value
1638520376.152338,19000,0.3580000102519989
1638520377.8862672,25000,0.597000002861023
1638520382.305032,41000,0.6290000081062317
1638520382.9004457,43000,0.5139999985694885
1638520383.7787108,46000,0.6019999980926514
1638520390.8810048,57000,0.492000013589859
1638520404.133588,72000,0.6970000267028809
1638520407.015436,75000,0.7310000061988831
1638520426.457688,95000,0.7490000128746033
1638520438.396295,107000,0.7379999756813049
1638520458.8963568,127000,1.1649999618530273
1638520486.8083093,156000,0.9950000047683716
1638520489.5995867,159000,1.027999997138977
1638520498.160331,168000,1.0640000104904175
1638520513.6454132,184000,1.4110000133514404
1638520515.559309,186000,1.3320000171661377
1638520560.8611963,230000,1.8329999446868896
1638520566.3514156,235000,1.3880000114440918
1638520581.076833,250000,1.5540000200271606
1638520586.9649858,256000,1.7139999866485596
1638520592.1680741,261000,1.843000054359436
1638520599.6117225,268000,1.7400000095367432
1638520605.6087885,274000,1.38100004196167
1638520641.7799718,309000,1.8869999647140503
1638520644.0787323,311000,1.7400000095367432
1638520652.292688,319000,1.8769999742507935
1638520673.726662,340000,1.8630000352859497
1638520681.8971994,348000,1.6050000190734863
1638520702.5645316,368000,2.1649999618530273
1638520758.8139875,422000,2.188999891281128
1638520759.822735,423000,2.677000045776367
1638520777.478178,440000,2.2309999465942383
1638520780.5924852,443000,2.7809998989105225
1638520783.6715662,446000,2.384000062942505
1638520799.271624,461000,2.134000062942505
1638520802.4054086,464000,2.878999948501587
1638520803.430829,465000,2.4240000247955322
1638520814.0651367,475000,2.303999900817871
1638520833.755473,494000,2.002000093460083
1638520855.7802248,515000,2.7980000972747803
1638520873.5517828,532000,2.818000078201294
1638520878.8339443,537000,2.2249999046325684
1638520907.6356363,564000,2.6730000972747803
1638520918.2477965,574000,2.747999906539917
1638520924.7161176,580000,2.746000051498413
1638520932.4546847,587000,2.8310000896453857
1638520933.6007187,588000,2.736999988555908
1638520969.1251976,621000,3.2090001106262207
1638520971.2560632,623000,3.4000000953674316
1638520984.5593765,635000,3.4140000343322754
1638520992.2572901,642000,3.819000005722046
1638520993.3573284,643000,3.7109999656677246
1638520995.5230951,645000,3.640000104904175
1638520998.8420634,648000,4.386000156402588
1638521001.0106578,650000,3.5869998931884766
1638521014.1711388,662000,3.628999948501587
1638521025.1635597,672000,3.565999984741211
1638521073.1196642,715000,4.216000080108643
1638521082.0674694,723000,3.7009999752044678
1638521091.1597614,731000,4.043000221252441
1638521101.2748005,740000,4.5929999351501465
1638521116.0997872,753000,4.203999996185303
1638521120.6675339,757000,5.348999977111816
1638521131.0137002,766000,4.36299991607666
1638521135.447548,770000,4.105000019073486
1638521137.7109609,772000,4.1620001792907715
1638521139.95034,774000,4.360000133514404
1638521148.0507896,781000,5.002999782562256
1638521153.763792,786000,3.6489999294281006
1638521156.0482123,788000,4.517000198364258
1638521161.8486805,793000,4.135000228881836
1638521164.1944842,795000,4.138999938964844
1638521168.8725774,799000,4.27400016784668
1638521173.5488048,803000,4.169000148773193
1638521180.3578043,809000,5.107999801635742
1638521181.4937751,810000,4.684999942779541
1638521208.0995054,833000,5.218999862670898
1638521212.7444458,837000,5.429999828338623
1638521251.3168223,870000,4.890999794006348
1638521259.722293,877000,4.767000198364258
1638521266.8356547,883000,5.091000080108643
1638521283.1052694,897000,5.320000171661377
1638521287.8517683,901000,5.711999893188477
1638521296.12049,908000,5.591000080108643
1638521298.6229358,910000,5.065000057220459
1638521308.1024032,918000,6.255000114440918
1638521324.677637,932000,6.883999824523926
1638521325.8821218,933000,6.132999897003174
1638521337.684486,943000,6.502999782562256
1638521341.211843,946000,6.7820000648498535
1638521352.1902363,955000,7.026000022888184
1638521361.6923976,963000,6.986999988555908
1638521372.4750304,972000,7.322999954223633
1638521373.7233775,973000,6.120999813079834
1638521380.885111,979000,6.59499979019165
1638521382.0513322,980000,6.744999885559082
1638521388.0318248,985000,6.995999813079834
1638521410.4900763,1003000,7.750999927520752
1638521414.2619684,1006000,7.10699987411499
1638521425.4754148,1015000,6.974999904632568
1638521461.6567485,1045000,7.2789998054504395
1638521477.3614886,1058000,7.322000026702881
1638521484.7524664,1064000,7.486999988555908
1638521488.4334712,1067000,7.065999984741211
1638521490.8506966,1069000,7.409999847412109
1638521495.7666543,1073000,7.236999988555908
1638521502.9027946,1079000,7.928999900817871
1638521508.9728477,1084000,7.926000118255615
