Wall time,Step,Value
1638505767.9066129,19000,0.47999998927116394
1638505769.57053,25000,0.6290000081062317
1638505774.0983233,41000,0.38600000739097595
1638505774.6639395,43000,0.46299999952316284
1638505775.5045915,46000,0.6840000152587891
1638505782.498641,57000,0.7649999856948853
1638505795.254125,72000,0.6299999952316284
1638505798.0335076,75000,0.9139999747276306
1638505816.5791595,95000,0.9380000233650208
1638505827.5691254,107000,0.8579999804496765
1638505846.3156736,127000,1.0360000133514404
1638505874.0923026,156000,1.1449999809265137
1638505876.80276,159000,1.1579999923706055
1638505885.13066,168000,1.4789999723434448
1638505900.2621453,184000,1.4210000038146973
1638505902.1210077,186000,1.0299999713897705
1638505947.8623307,230000,1.3669999837875366
1638505953.0266035,235000,1.3259999752044678
1638505968.3146899,250000,1.465000033378601
1638505974.282882,256000,1.7649999856948853
1638505979.1958823,261000,1.5219999551773071
1638505986.2133539,268000,1.6950000524520874
1638505992.3485138,274000,1.7799999713897705
1638506026.790278,309000,1.7890000343322754
1638506028.6654367,311000,1.3880000114440918
1638506036.4169996,319000,1.6759999990463257
1638506057.2130473,340000,1.7589999437332153
1638506065.5365627,348000,1.6410000324249268
1638506086.0103064,368000,2.118000030517578
1638506140.988185,422000,2.3929998874664307
1638506141.993818,423000,2.196000099182129
1638506159.3179586,440000,2.63700008392334
1638506162.6891422,443000,3.119999885559082
1638506166.031691,446000,2.8450000286102295
1638506181.565572,461000,2.430000066757202
1638506184.696613,464000,2.818000078201294
1638506185.8463686,465000,2.6989998817443848
1638506196.0616713,475000,2.5920000076293945
1638506215.5535145,494000,2.9059998989105225
1638506237.6810904,515000,3.2019999027252197
1638506255.5093005,532000,2.990999937057495
1638506261.036426,537000,3.186000108718872
1638506291.1119325,564000,3.4570000171661377
1638506301.8952966,574000,3.572000026702881
1638506308.5591283,580000,3.2890000343322754
1638506316.2656431,587000,3.249000072479248
1638506317.4456542,588000,3.3369998931884766
1638506353.9009182,621000,3.2100000381469727
1638506355.992912,623000,3.624000072479248
1638506368.9829435,635000,3.5810000896453857
1638506376.4334295,642000,3.2109999656677246
1638506377.5331912,643000,3.697999954223633
1638506379.7024043,645000,3.5999999046325684
1638506382.9010491,648000,3.619999885559082
1638506385.0584784,650000,3.5940001010894775
1638506398.068447,662000,3.6989998817443848
1638506408.829524,672000,3.177999973297119
1638506456.3576677,715000,2.888000011444092
1638506465.4042258,723000,2.630000114440918
1638506474.2698576,731000,3.6740000247955322
1638506484.452366,740000,3.1530001163482666
1638506499.8215172,753000,2.4679999351501465
1638506504.3650727,757000,3.565999984741211
1638506514.7169278,766000,4.190000057220459
1638506519.19186,770000,3.9489998817443848
1638506521.4669979,772000,3.742000102996826
1638506524.4246223,774000,4.7129998207092285
1638506533.5530443,781000,3.872999906539917
1638506539.3089988,786000,3.619999885559082
1638506541.9417653,788000,3.6440000534057617
1638506548.0117507,793000,4.724999904632568
1638506550.4197133,795000,4.395999908447266
1638506555.0631578,799000,4.348999977111816
1638506559.7695498,803000,4.613999843597412
1638506566.6696796,809000,4.353000164031982
1638506567.866559,810000,4.314000129699707
1638506594.2698143,833000,5.000999927520752
1638506598.9334145,837000,4.980999946594238
1638506641.494901,870000,4.34499979019165
1638506650.7775927,877000,5.314000129699707
1638506658.5495558,883000,5.550000190734863
1638506675.9258707,897000,5.495999813079834
1638506680.7423866,901000,5.627999782562256
1638506688.8712208,908000,6.067999839782715
1638506691.1940384,910000,3.8910000324249268
1638506700.6552806,918000,5.170000076293945
1638506717.0377753,932000,5.656000137329102
1638506718.2169454,933000,5.506999969482422
1638506729.9879045,943000,5.821000099182129
1638506733.549559,946000,5.701000213623047
1638506744.285134,955000,6.52400016784668
1638506753.7622237,963000,7.039000034332275
1638506764.50057,972000,6.913000106811523
1638506765.6741717,973000,7.2829999923706055
1638506772.8202252,979000,6.129000186920166
1638506773.9863007,980000,6.627999782562256
1638506779.8927138,985000,6.5
1638506801.4008982,1003000,6.747000217437744
1638506804.9907112,1006000,8.081000328063965
1638506815.880199,1015000,8.795000076293945
1638506852.2617881,1045000,7.809999942779541
1638506868.1446035,1058000,7.74399995803833
1638506875.5083134,1064000,7.835999965667725
1638506879.131218,1067000,8.0
1638506881.5327783,1069000,8.125
1638506886.36544,1073000,8.13700008392334
1638506893.5250516,1079000,8.26200008392334
1638506899.5164351,1084000,8.694000244140625
1638506911.5302806,1094000,8.09000015258789
1638506918.7130122,1100000,7.875999927520752
1638506924.6568978,1105000,7.283999919891357
1638506936.779665,1115000,7.806000232696533
1638506987.7658741,1157000,7.593999862670898
1638506992.717611,1161000,7.814000129699707
1638506993.9291444,1162000,8.345999717712402
1638506995.1469347,1163000,7.65500020980835
1638507016.7167091,1181000,7.997000217437744
1638507032.6390548,1194000,8.277000427246094
1638507048.273487,1207000,7.401000022888184
1638507079.1845796,1233000,5.961999893188477
1638507093.45976,1245000,6.750999927520752
1638507106.504395,1256000,6.922999858856201
1638507110.1208396,1259000,8.052000045776367
1638507113.7232268,1262000,5.302000045776367
1638507137.967521,1282000,7.264999866485596
1638507145.1533017,1288000,6.340000152587891
1638507153.4857776,1295000,4.724999904632568
1638507160.611965,1301000,7.603000164031982
1638507179.9992406,1317000,7.624000072479248
1638507183.49725,1320000,7.191999912261963
1638507196.861978,1331000,8.506999969482422
1638507200.3943443,1334000,7.172999858856201
1638507204.0854158,1337000,8.508000373840332
1638507205.245206,1338000,7.751999855041504
1638507263.1893833,1386000,7.453000068664551
1638507266.7256684,1389000,8.392000198364258
