Wall time,Step,Value
1638543334.42973,19000,0.22699999809265137
1638543335.6677716,25000,0.08100000023841858
1638543338.859808,41000,0.15399999916553497
1638543339.2546654,43000,0.17000000178813934
1638543339.8464053,46000,0.24699999392032623
1638543345.3505824,57000,0.25699999928474426
1638543356.1979287,72000,0.335999995470047
1638543358.397962,75000,0.3790000081062317
1638543374.0347552,95000,0.5270000100135803
1638543383.7417367,107000,0.42100000381469727
1638543400.9096215,127000,0.5979999899864197
1638543424.909582,156000,0.4169999957084656
1638543427.704228,159000,0.5049999952316284
1638543435.4551628,168000,0.6639999747276306
1638543448.8632681,184000,0.7559999823570251
1638543450.5111063,186000,0.628000020980835
1638543490.2652848,230000,0.8600000143051147
1638543494.7530332,235000,0.7319999933242798
1638543509.6519132,250000,0.8610000014305115
1638543515.514527,256000,0.6700000166893005
1638543520.900081,261000,0.7239999771118164
1638543527.419304,268000,0.753000020980835
1638543532.8585303,274000,0.859000027179718
1638543563.305724,309000,0.9120000004768372
1638543565.0222523,311000,0.8119999766349792
1638543571.9236195,319000,1.0069999694824219
1638543590.772019,340000,0.8479999899864197
1638543597.8222492,348000,0.9649999737739563
1638543615.9414926,368000,0.8289999961853027
1638543664.5950615,422000,1.0770000219345093
1638543665.464991,423000,1.4570000171661377
1638543680.9179437,440000,1.0889999866485596
1638543683.7218065,443000,1.5169999599456787
1638543686.5293233,446000,1.246999979019165
1638543700.1566894,461000,1.5470000505447388
1638543702.7907567,464000,1.4149999618530273
1638543703.665998,465000,1.2680000066757202
1638543712.8043084,475000,1.6480000019073486
1638543730.5436728,494000,1.2139999866485596
1638543749.903489,515000,1.6519999504089355
1638543766.1188855,532000,1.9479999542236328
1638543770.9971225,537000,1.8769999742507935
1638543796.9521368,564000,1.5820000171661377
1638543806.5469606,574000,1.5219999551773071
1638543812.3115625,580000,2.000999927520752
1638543819.1050246,587000,1.8279999494552612
1638543820.0572007,588000,1.753000020980835
1638543851.8512976,621000,1.9989999532699585
1638543853.7992883,623000,2.1710000038146973
1638543865.144082,635000,2.430999994277954
1638543872.0503008,642000,1.8960000276565552
1638543873.015752,643000,1.9980000257492065
1638543874.9988456,645000,2.0820000171661377
1638543878.0466034,648000,2.0220000743865967
1638543880.0087965,650000,1.9589999914169312
1638543891.7327569,662000,2.2149999141693115
1638543901.4297073,672000,2.263000011444092
1638543944.3277543,715000,2.3510000705718994
1638543952.4797926,723000,2.315000057220459
1638543960.3631456,731000,2.7300000190734863
1638543969.489162,740000,2.8429999351501465
1638543982.4462771,753000,2.421999931335449
1638543986.4613166,757000,2.687000036239624
1638543995.669368,766000,2.4649999141693115
1638543999.889501,770000,2.6500000953674316
1638544001.8976266,772000,2.6040000915527344
1638544003.9093285,774000,2.7190001010894775
1638544011.0732906,781000,2.2980000972747803
1638544016.122785,786000,2.688999891281128
1638544018.154998,788000,2.7899999618530273
1638544023.271841,793000,2.688999891281128
