Wall time,Step,Value
1638586213.6094735,19000,0.008999999612569809
1638586214.8512182,25000,0.008999999612569809
1638586218.105256,41000,0.032999999821186066
1638586218.4986277,43000,0.0
1638586219.091676,46000,0.008999999612569809
1638586225.0269136,57000,0.0
1638586236.2146766,72000,0.11699999868869781
1638586238.5369663,75000,0.09300000220537186
1638586255.2519412,95000,0.3149999976158142
1638586265.1367168,107000,0.050999999046325684
1638586281.8927243,127000,0.15299999713897705
1638586306.1929266,156000,0.2639999985694885
1638586308.7161534,159000,0.23399999737739563
1638586316.3732722,168000,0.14100000262260437
1638586330.1709383,184000,0.3149999976158142
1638586331.9650683,186000,0.2199999988079071
1638586371.7284672,230000,0.5559999942779541
1638586376.1475315,235000,0.25200000405311584
1638586388.9125345,250000,0.5550000071525574
1638586394.1399634,256000,0.30799999833106995
1638586398.4229646,261000,0.5400000214576721
1638586404.5122218,268000,0.4350000023841858
1638586409.5830665,274000,0.3449999988079071
1638586440.1480966,309000,0.5019999742507935
1638586441.9360034,311000,0.45399999618530273
1638586448.7940078,319000,0.36899998784065247
1638586467.1526473,340000,0.453000009059906
1638586474.164548,348000,1.0889999866485596
1638586491.7383606,368000,0.3630000054836273
1638586540.206857,422000,0.8230000138282776
1638586541.0806043,423000,0.5770000219345093
1638586556.5962062,440000,0.6949999928474426
1638586559.2981236,443000,1.062999963760376
1638586561.9603431,446000,1.0399999618530273
1638586575.7982461,461000,0.7160000205039978
1638586578.4659188,464000,0.5059999823570251
1638586579.37033,465000,0.8859999775886536
1638586588.46967,475000,0.9240000247955322
1638586605.7179294,494000,1.4249999523162842
1638586625.0645611,515000,1.0019999742507935
1638586640.7607405,532000,0.9620000123977661
1638586645.353849,537000,1.2120000123977661
1638586670.4897752,564000,1.0420000553131104
1638586680.035733,574000,0.8840000033378601
1638586685.648684,580000,1.3200000524520874
1638586692.264462,587000,0.8040000200271606
1638586693.22367,588000,1.6030000448226929
1638586724.5636094,621000,1.0160000324249268
1638586726.5086653,623000,1.3420000076293945
1638586737.8728447,635000,1.5390000343322754
1638586744.5257397,642000,1.472000002861023
1638586745.4758482,643000,1.406000018119812
1638586747.350217,645000,1.1490000486373901
1638586750.2182202,648000,1.4769999980926514
1638586752.1802044,650000,0.9850000143051147
1638586763.6598215,662000,1.1339999437332153
1638586773.1740253,672000,1.725000023841858
1638586814.662313,715000,1.5460000038146973
1638586822.3434741,723000,1.8229999542236328
1638586830.0868456,731000,1.5470000505447388
1638586838.894422,740000,1.3980000019073486
1638586851.5780945,753000,1.1369999647140503
1638586855.474006,757000,2.390000104904175
1638586864.4578078,766000,1.6579999923706055
1638586868.3463376,770000,1.9670000076293945
1638586870.4240797,772000,1.0499999523162842
1638586872.8744307,774000,1.4429999589920044
1638586879.7450566,781000,1.8209999799728394
1638586884.5837288,786000,0.8939999938011169
1638586886.5696547,788000,1.0740000009536743
1638586891.4343905,793000,0.9929999709129333
1638586893.3789344,795000,1.4789999723434448
1638586897.250747,799000,1.0800000429153442
1638586901.1725516,803000,1.3029999732971191
1638586907.1817248,809000,1.312000036239624
1638586908.1482553,810000,1.1009999513626099
1638586930.7353234,833000,1.305999994277954
1638586934.660335,837000,1.7489999532699585
1638586968.0524752,870000,2.4049999713897705
1638586975.2499278,877000,3.1519999504089355
1638586981.3352988,883000,2.7190001010894775
1638586995.4096878,897000,3.0739998817443848
1638586999.4729874,901000,2.812000036239624
1638587006.5567274,908000,2.492000102996826
1638587008.5515654,910000,2.7869999408721924
1638587016.6263983,918000,3.1549999713897705
1638587031.1220872,932000,3.5850000381469727
1638587032.2032955,933000,3.0950000286102295
1638587042.8539972,943000,3.4070000648498535
1638587046.109934,946000,3.4790000915527344
1638587055.3857944,955000,3.125
1638587063.5836933,963000,3.9509999752044678
1638587072.888765,972000,3.3970000743865967
1638587073.9082024,973000,4.021999835968018
1638587080.1782103,979000,3.4679999351501465
1638587081.1864035,980000,3.503000020980835
1638587086.2553716,985000,3.3450000286102295
1638587104.976227,1003000,4.133999824523926
1638587108.0282655,1006000,4.054999828338623
1638587117.3952746,1015000,3.6419999599456787
1638587148.6445456,1045000,4.258999824523926
1638587162.4552581,1058000,4.204999923706055
1638587168.642138,1064000,4.343999862670898
1638587171.7475932,1067000,3.984999895095825
1638587173.7913456,1069000,3.7709999084472656
1638587178.1733139,1073000,3.694999933242798
1638587184.404675,1079000,3.447000026702881
1638587191.0824034,1084000,4.269999980926514
1638587202.173668,1094000,3.2860000133514404
1638587209.1327534,1100000,3.9149999618530273
1638587214.351943,1105000,3.4619998931884766
1638587224.6978712,1115000,4.215000152587891
1638587268.737256,1157000,3.8919999599456787
1638587272.915801,1161000,3.819999933242798
1638587273.9475682,1162000,3.5850000381469727
1638587275.0248723,1163000,3.9149999618530273
1638587293.788294,1181000,3.7950000762939453
1638587307.3571906,1194000,3.556999921798706
1638587320.8497632,1207000,3.5420000553131104
1638587347.4721475,1233000,3.681999921798706
1638587359.976617,1245000,3.5929999351501465
1638587371.6060889,1256000,3.3970000743865967
1638587375.0069852,1259000,3.7009999752044678
1638587378.2577662,1262000,3.683000087738037
1638587398.9446392,1282000,3.4790000915527344
1638587405.287272,1288000,3.7200000286102295
1638587412.668835,1295000,3.443000078201294
1638587418.887481,1301000,3.4570000171661377
1638587435.5411675,1317000,3.825000047683716
1638587438.6108239,1320000,3.694999933242798
1638587450.0639954,1331000,3.486999988555908
1638587453.265369,1334000,3.3970000743865967
1638587456.4738898,1337000,3.7230000495910645
1638587457.5039902,1338000,3.947999954223633
1638587507.2988045,1386000,3.9159998893737793
1638587510.4823744,1389000,3.930999994277954
1638587513.525821,1392000,3.6640000343322754
1638587514.572355,1393000,3.6589999198913574
1638587537.159038,1415000,3.7730000019073486
1638587549.9901698,1427000,4.144999980926514
1638587560.5629478,1437000,3.635999917984009
1638587564.6769733,1441000,4.040999889373779
1638587590.843366,1466000,3.747999906539917
1638587591.884764,1467000,3.628000020980835
1638587603.4666004,1478000,3.4839999675750732
1638587611.780103,1486000,3.986999988555908
1638587615.8299997,1490000,3.875
1638587617.9535272,1492000,4.129000186920166
1638587651.0964296,1524000,3.875
1638587655.2759573,1528000,3.990999937057495
1638587681.4458833,1553000,3.9489998817443848
1638587698.0721323,1569000,3.677999973297119
1638587699.1066337,1570000,3.4079999923706055
1638587715.305122,1585000,3.8329999446868896
1638587719.4101474,1589000,4.01800012588501
1638587736.0442863,1605000,3.9709999561309814
1638587737.1611302,1606000,3.305000066757202
1638587759.948262,1628000,3.7980000972747803
1638587765.0663707,1633000,4.261000156402588
1638587770.1825845,1638000,3.680999994277954
1638587773.3011818,1641000,4.040999889373779
